date,C0_yuan,C1_yuan,C2_yuan,saving_C0_C1,saving_C1_C2,saving_C0_C2
2025-10-03,17762.23398584569,17726.085289164253,18035.09251639469,36.148696681437286,-309.0072272304351,-272.8585305489978
2025-10-04,20858.860167357103,21616.670145327753,21568.933225589146,-757.8099779706499,47.73691973860696,-710.073058232043
2025-10-05,41808.99185705977,43402.73659986702,41822.72384993613,-1593.7447428072483,1580.0127499308946,-13.731992876353615
2025-10-06,51962.74028679723,47559.06586693392,41204.89674522762,4403.67441986331,6354.169121706298,10757.843541569608
2025-10-07,45032.512408904746,44567.49368679517,41352.00275856755,465.01872210957663,3215.4909282276203,3680.509650337197
2025-10-08,59017.57836747804,58525.03651584041,48542.14336733949,492.5418516376303,9982.893148500916,10475.435000138546
2025-10-09,43607.4615467677,46412.965232929964,46538.48419410071,-2805.503686162265,-125.51896117074648,-2931.0226473330113
2025-10-10,23174.368777204563,23841.54609685648,24468.78039610097,-667.1773196519171,-627.2342992444901,-1294.4116188964072
2025-10-11,21510.389817017698,21548.69944697624,21712.106387880878,-38.309629958541336,-163.40694090463876,-201.7165708631801
2025-10-12,48904.859135781335,51162.70032762739,49579.5688918512,-2257.841191846055,1583.1314357761876,-674.7097560698676
2025-10-13,45870.6622678426,45754.33667536516,45190.92838453282,116.32559247744211,563.4082908323398,679.733883309782
2025-10-14,49240.278264820845,48578.98537366593,46966.889462457875,661.292891154917,1612.0959112080527,2273.3888023629697
2025-10-15,50202.302838275595,50973.078558943744,51940.06650866838,-770.775720668149,-966.9879497246366,-1737.7636703927856
2025-10-16,51448.353489277295,50321.089391186535,49879.751965985684,1127.26409809076,441.3374252008507,1568.6015232916106
2025-10-17,25245.788162733734,25193.63460558269,23259.808606199866,52.15355715104306,1933.825999382825,1985.9795565338682
2025-10-18,21547.20643200717,21498.92867133692,22630.60024089568,48.277760670251155,-1131.6715695587627,-1083.3938088885116
2025-10-19,51411.44376023242,50409.44270324387,54504.855871316846,1002.001056988549,-4095.413168072977,-3093.412111084428
2025-10-20,48866.7088882019,49682.66470263175,49403.70422306531,-815.9558144298499,278.9604795664418,-536.9953348634081
2025-10-21,51356.38322863547,51875.48020510346,50178.17931783384,-519.0969764679903,1697.3008872696155,1178.2039108016252
2025-10-22,54941.47553357904,54937.65078257571,49915.7379097131,3.8247510033324943,5021.912872862609,5025.737623865942
2025-10-23,52251.62267025175,53712.10130468762,50314.11293897828,-1460.4786344358654,3397.988365709338,1937.5097312734724
2025-10-24,23122.544322405276,23350.038471834872,23101.90921181181,-227.4941494295963,248.12926002306267,20.63511059346638
2025-10-25,23271.85767909552,23295.128487194943,23303.481381776823,-23.270808099423448,-8.35289458187981,-31.623702681303257
2025-10-26,48416.78245279881,50079.48322602187,49139.73590560533,-1662.7007732230559,939.7473204165362,-722.9534528065196
2025-10-27,49045.732903620665,58323.630091263105,47509.61693899827,-9277.89718764244,10814.013152264837,1536.1159646223969
2025-10-28,61873.32121544731,59388.806082055045,49113.665955146425,2484.515133392262,10275.14012690862,12759.655260300882
2025-10-29,52328.94741641389,51143.84143924043,50007.29135137856,1185.105977173458,1136.5500878618695,2321.6560650353276
2025-10-30,58581.169746055246,58382.13593337259,47917.58087345346,199.03381268265366,10464.555059919134,10663.588872601787
2025-10-31,20900.86605542513,21001.493177887634,21027.729517229956,-100.62712246250521,-26.236339342322026,-126.86346180482724
2025-11-01,21453.93967248584,21444.27819716494,21469.13839073548,9.661475320903264,-24.860193570541014,-15.19871824963775
2025-11-02,56864.47233329801,62998.55496043656,51416.25302064634,-6134.082627138552,11582.301939790217,5448.219312651665
2025-11-03,49568.75598582944,52227.5623057735,51208.0149485869,-2658.8063199440585,1019.5473571866023,-1639.2589627574562
2025-11-04,50939.65968706175,54800.67729520443,50561.80031987764,-3861.017608142676,4238.876975326784,377.8593671841081
2025-11-05,52532.2910015572,53862.99899304759,52433.837263033216,-1330.7079914903952,1429.161730014377,98.45373852398188
2025-11-06,56074.214659161866,57532.48459604592,52690.76810118273,-1458.269936884055,4841.716494863191,3383.446557979136
2025-11-07,21181.757994746364,21155.6820504378,20910.7000173701,26.07594430856261,244.98203306769938,271.057977376262
2025-11-08,20890.324059896982,21322.889678800788,21279.518927371297,-432.56561890380544,43.370751429491065,-389.1948674743144
2025-11-09,51045.48423212841,51798.23104166345,50758.93571278471,-752.7468095350414,1039.2953288787394,286.548519343698
2025-11-10,58121.27958092017,62252.07156000957,55121.88254292434,-4130.791979089401,7130.189017085235,2999.3970379958337
2025-11-11,51024.98865991334,52708.33503436955,52664.6423164618,-1683.3463744562105,43.692717907746555,-1639.653656548464
2025-11-12,51821.97199817174,57899.5865700784,51490.405222530055,-6077.614571906655,6409.181347548343,331.56677564168785
2025-11-13,59800.22026926785,59858.68200078036,54411.978028670885,-58.461731512514234,5446.703972109477,5388.242240596963
2025-11-14,19883.85079667209,19906.46551889668,19800.271758505936,-22.61472222458906,106.19376039074268,83.57903816615362
2025-11-15,22157.564673226214,22627.81378197696,22740.140272938042,-470.24910875074784,-112.32649096108071,-582.5755997118285
2025-11-16,59326.158332253166,59349.19818523369,53623.54134412619,-23.0398529805243,5725.656841107499,5702.616988126974
2025-11-17,64126.54686852118,67962.30414454718,52755.413374731186,-3835.7572760259936,15206.89076981599,11371.133493789996
2025-11-18,61544.37997240438,60278.83258576335,55391.99180355156,1265.5473866410248,4886.840782211795,6152.38816885282
2025-11-19,64478.11750279383,68624.92316839672,54998.86211510759,-4146.805665602893,13626.06105328913,9479.255387686237
2025-11-20,61676.90740796116,61549.54382311531,54290.75067708114,127.36358484585071,7258.7931460341715,7386.156730880022
2025-11-21,21660.600029033034,21761.799458425376,21469.259495374925,-101.1994293923417,292.53996305045075,191.34053365810905
2025-11-22,23047.539533823892,23085.50797391268,23079.513164073665,-37.968440088789066,5.994809839015943,-31.973630249773123
2025-11-23,61712.28061128692,62476.257706544086,53850.35164281145,-763.9770952571635,8625.906063732633,7861.928968475469
2025-11-24,60178.23598682517,60766.52856977255,54951.56410602895,-588.2925829473752,5814.9644637435995,5226.671880796224
2025-11-25,56738.08968698625,56889.66210457667,55514.2399409953,-151.57241759042518,1375.4221635813738,1223.8497459909486
2025-11-26,59554.25020951301,60068.13266438553,55797.10722725077,-513.882454872517,4271.025437134755,3757.1429822622376
2025-11-27,54956.39060328953,60613.41916485429,53395.85858804133,-5657.028561564759,7217.560576812961,1560.5320152482018
2025-11-28,23028.526755355742,23084.33027167813,22946.21880967972,-55.80351632238671,138.11146199840732,82.30794567602061
2025-11-29,24384.69249254606,24391.983221525636,23353.14813452637,-7.29072897957667,1038.8350869992646,1031.544358019688
2025-11-30,64667.83791880146,65641.6444983462,58657.85650759743,-973.8065795447401,6983.787990748766,6009.981411204026
2025-12-01,74512.65178003749,79740.26049551344,83037.80425848904,-5227.608715475959,-3297.5437629755907,-8525.15247845155
2025-12-02,77921.7976705148,79435.35380457934,81352.85862425716,-1513.5561340645363,-1917.5048196778225,-3431.060953742359
2025-12-03,81803.75430499339,84696.33608954288,66641.13887422244,-2892.5817845494894,18055.19721532044,15162.615430770951
2025-12-04,73624.78943425423,70967.632990481,69801.33159470928,2657.1564437732304,1166.3013957717194,3823.45783954495
2025-12-05,27227.222657364582,30444.93631581107,27833.65299811304,-3217.713658446486,2611.2833176980275,-606.4303407484585
2025-12-06,27931.94749003019,28702.402382363525,28736.643368755453,-770.454892333335,-34.240986391927436,-804.6958787252624
2025-12-07,64634.235170137246,66553.39235771791,66159.3975625324,-1919.1571875806621,393.9947951855138,-1525.1623923951483
2025-12-08,66026.40920347255,65822.48529648213,64909.61140705329,203.92390699041425,912.8738894288399,1116.7977964192542
2025-12-09,63551.64674176121,63638.38002870269,62923.66477085217,-86.73328694148222,714.7152578505193,627.981970909037
2025-12-10,68429.67259272243,68950.7455807267,62179.589529672776,-521.0729880042636,6771.15605105392,6250.083063049657
2025-12-11,61385.79578834102,61490.16749289678,61630.2091628017,-104.37170455575688,-140.04166990492376,-244.41337446068064
2025-12-12,27974.88299148918,34444.30691656491,28252.59395800252,-6469.423925075727,6191.712958562388,-277.7109665133394
2025-12-13,28629.965646766486,28895.815863437183,28044.339972313963,-265.8502166706967,851.4758911232202,585.6256744525235
2025-12-14,75616.02772681521,76480.66481977222,66048.8720068652,-864.6370929570112,10431.79281290702,9567.15571995001
2025-12-15,68664.09122845062,71381.29878658599,65214.523994665375,-2717.207558135371,6166.774791920616,3449.5672337852448
2025-12-16,64018.20248970407,64072.256758698015,63428.84943302849,-54.05426899394661,643.4073256695265,589.3530566755799
2025-12-17,64122.74684538927,64338.53727296428,62999.37037408376,-215.7904275750043,1339.1668988805177,1123.3764713055134
2025-12-18,63476.23244050248,63274.10425524845,62122.946479316066,202.1281852540269,1151.1577759323845,1353.2859611864114
2025-12-19,26634.346454220435,35616.597483961385,27980.179286428447,-8982.25102974095,7636.4181975329375,-1345.8328322080124
2025-12-20,26960.07572706253,27030.91504802083,26577.778316978623,-70.83932095830096,453.1367310422065,382.29741008390556
2025-12-21,63424.54314917431,63511.349758044766,64435.91351362462,-86.80660887045815,-924.563755579853,-1011.3703644503112
2025-12-22,64606.47506311894,64856.66848933281,62900.32359157476,-250.19342621387477,1956.3448977580556,1706.1514715441808
2025-12-23,63644.964386289066,62905.952367461876,62561.46152757225,739.0120188271903,344.4908398896223,1083.5028587168126
2025-12-24,62829.2622187042,62568.64047537678,62990.97584423388,260.6217433274214,-422.33536885710055,-161.71362552967912
2025-12-25,70027.63233780455,70894.22295676674,64078.86103654643,-866.5906189621892,6815.361920220312,5948.771301258123
2025-12-26,27252.903179958997,28665.349538961786,26749.228102567053,-1412.446359002788,1916.1214363947329,503.6750773919448
2025-12-27,27985.876653469004,26795.504779631752,27023.530495006173,1190.3718738372518,-228.02571537442054,962.3461584628312
2025-12-28,62278.822450496344,62312.27131003,62429.846571810005,-33.44885953365883,-117.57526178000262,-151.02412131366145
2025-12-29,64141.693691404784,65577.05832299854,62214.54053010568,-1435.3646315937513,3362.5177928928533,1927.153161299102
2025-12-30,64079.8139917818,63978.31541747199,63224.76131649609,101.49857430980774,753.5541009758963,855.052675285704
2025-12-31,62139.09628385856,61559.7012874879,60704.86710118882,579.3949963706618,854.8341862990783,1434.22918266974
